item_code,advt_no,details,link,published
1506384000000,201711,ADVERTISEMENT FOR AYURVEDA MEDICAL OFFICER/PHYSICIAN-2017,/assets/pdf/Advertisement/ADV_AMO_2017.pdf,1
1502323200000,201710,ADVERTISEMENT FOR LAW OFFICER - 2017,/assets/pdf/Advertisement/ADV_LO_2017.pdf,1
1497484800000,201709,ADVERTISEMENT FOR HOMEOPATHY MEDICAL OFFICER-2017,/assets/pdf/Advertisement/ADV_HMO_2017.pdf,1
1496361600000,201708,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, HANDLOOM - 2017",/assets/pdf/Advertisement/ADV_ADH_2017.pdf,1
1495756800000,201707,ADVERTISEMENT FOR LECTURER AND LIBRARIAN - 2017,/assets/pdf/Advertisement/ADV_LECT_LIB_2017.pdf,1
1493337600000,201706,ADVERTISEMENT FOR REGISTRAR-2017,/assets/pdf/Advertisement/ADV_REGISTRAR_2017.pdf,1
1491955200000,201705,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2017,/assets/pdf/Advertisement/ADV_CJ_2017.pdf,1
1490313600000,201704,"ADVERTISEMENT FOR SAHAYAK SANCHALAK, RESHAM -2017",/assets/pdf/Advertisement/ADV_ADR_2017.pdf,1
1487289600000,201703,ADVERTISEMENT FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI -2017,/assets/pdf/Advertisement/ADPPO_2017.pdf,1
1487808000000,201703,Corrigendum-1,/assets/pdf/Advertisement/shudhi_1adppo.pdf,1
1493683200000,201703,Corrigendum-2,/assets/pdf/Advertisement/CORRIGENDUM_ADPPO_2017.pdf,1
1486684800000,201702,ADVERTISEMENT FOR READER & SCIENTIFIC OFFICER -2017,/assets/pdf/Advertisement/READER_SO_2017.pdf,1
1486080000000,201701,ADVERTISEMENT FOR GRANTHPAL & KRIDADHIKARI - 2017,/assets/pdf/Advertisement/ADV_LIB_K2017.pdf,1
1480636800000,201612,ADVERTISEMENT FOR INSURANCE MEDICAL OFFICER (BACKLOG)-2016,/assets/pdf/Advertisement/ADV_IMO_BACKLOG2016.pdf,1
1479859200000,201611,ADVERTISEMENT FOR STATE SERVICE EXAMINATION - 2016,/assets/pdf/Advertisement/ADV_SSE2016.pdf,1
1475798400000,201610,ADVERTISEMENT FOR ASTT. PROFESSOR (MEDICAL EDUCATION)-2016,/assets/pdf/Advertisement/ADV_AP_MED2016.pdf,1
1474675200000,201609,ADVERTISEMENT FOR ASTT. DIRECTOR INDUSTRY-2016 ,/assets/pdf/Advertisement/ADV_ADI2016.pdf,1
1489017600000,201609,CORRIGENDUM,/assets/pdf/Advertisement/ADI2016_CORRIGENDUM.pdf,1
1472860800000,201608,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) - 2016,/assets/pdf/Advertisement/ADV_CJ2016.pdf,1
1469145600000,201607,ADVERTISEMENT FOR SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2016,/assets/pdf/Advertisement/ADV_ARTO_TSI2016.pdf,1
1465516800000,201606,ADVERTISEMENT FOR STATE ENGINEERING SERVICES EXAMINATION-2016,/assets/pdf/Advertisement/ADV_SES2016.pdf,1
1467072000000,201606,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_SES2016.pdf,1
1464307200000,201605,ADVERTISEMENT FOR MINING INSPECTOR (BACKLOG)-2016,/assets/pdf/Advertisement/ADV_MI_Back_2016.pdf,1
1461888000000,201604,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, PLANNING & ASSISTANT DIRECTOR, SURVEY- 2016",/assets/pdf/Advertisement/ADV_ADPS2016.pdf,1
1459900800000,201603,ADVERTISEMENT FOR CHHATTISGARH FOREST SERVICE EXAM - 2016 ,/assets/pdf/Advertisement/ADV_FSE2016.pdf,1
1464048000000,201603,SYLLABUS OF SECOND PAPER,/assets/pdf/Advertisement/SYL_CGF.pdf,1
1458172800000,201602,ADVERTISEMENT FOR ASSISTANT DIRECTOR FISHERIES - 2016,/assets/pdf/Advertisement/ADV_ADF2016.pdf,1
1452729600000,201601,ADVERTISEMENT FOR PRACHARYA (VERG-2) - 2016,/assets/pdf/Advertisement/ADV_Principal2_2016.pdf,1
1450310400000,201513,"ADVERTISEMENT FOR PROFESSOR, ASSOCIATE PROFESSOR, ASSISTANT PROFESSOR, HOD, LECTURER-2015",/assets/pdf/Advertisement/ADV_TE2015.pdf,1
1451260800000,201513,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1449792000000,201512,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2015,/assets/pdf/Advertisement/ADV_CJ2015.pdf,1
1450224000000,201511,ADVERTISEMENT FOR VISHESHGYA CHIKITSAK (AYUSH VING/THERAPY CENTER)-2015,/assets/pdf/Advertisement/ADV_VC2015.pdf,1
1451260800000,201511,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1449619200000,201510,ADVERTISEMENT FOR DENTAL SURGEON & PSYCHIATRISTS-2015,/assets/pdf/Advertisement/ADV_DENTAL_SURGEON2015.pdf,1
1451260800000,201510,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1449187200000,201509,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2015,/assets/pdf/Advertisement/ADV_VAS2015.pdf,1
1451260800000,201509,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1448668800000,201508,ADVERTISEMENT FOR STATE SERVICE EXAMINATION - 2015 ,/assets/pdf/Advertisement/ADV_SSE2015.pdf,1
1451260800000,201508,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1448668800000,201507,ADVERTISEMENT FOR CHHATTISGARH PUBLIC SERVICE COMMISSION -2015,/assets/pdf/Advertisement/ADV_AGIII2015.pdf,1
1444176000000,201506,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON (BACKLOG)-2015,/assets/pdf/Advertisement/ADV_VAS_back2015.pdf,1
1442361600000,201505,ADVERTISEMENT FOR VISHESHGYA AYURVEDA -H&FW DEPT.-2015,/assets/pdf/Advertisement/ADV_SA2015.pdf,1
1437696000000,201504,ADVERTISEMENT FOR SCIENTIFIC OFFICER - 2015,/assets/pdf/Advertisement/ADV_SO2015.pdf,1
1436400000000,201503,ADVERTISEMENT FOR ASSISTANT PROFESSOR (ENGINEERING COLLEGE) AND LECTURER (POLYTECHNIC)-2015,/assets/pdf/Advertisement/ADV_Engg_Poly2015.pdf,1
1426723200000,201502,ADVERTISEMENT FOR BOILER INSPECTOR - 2015,/assets/pdf/Advertisement/ADV_BOIL_INSPECT2015.pdf,1
1421971200000,201501,ADVERTISEMENT FOR LECTURER AND READER (HFW DEPT.)-2015 ,/assets/pdf/Advertisement/ADV_Lect_Reader_Health2015.pdf,1
1432252800000,201501,CORRIGENDUM-1,/assets/pdf/Advertisement/LR2015_CORRIGENDUM.pdf,1
1450310400000,201501,CORRIGENDUM-2,/assets/pdf/Advertisement/LR2015_CORRIGENDUM2.pdf,1
1419552000000,201414,ADVERTISEMENT FOR ASSISTANT DIRECTOR HORTICULTURE-2014,/assets/pdf/Advertisement/ADV_AD_Horticulture2014.pdf,1
1418774400000,201413,ADVERTISEMENT FOR STATE SERVICES EXAMINATION- 2014,/assets/pdf/Advertisement/ADV_SSE2014.pdf,1
1429920000000,201413, CORRIGENDUM-1,/assets/pdf/Advertisement/SSPE2014_CORRIGENDUM.pdf,1
1437436800000,201413,CORRIGENDUM-2,/assets/pdf/Advertisement/SSPE2014_CORRIGENDUM2.pdf,1
1418256000000,201412,ADVERTISEMENT FOR STATE ENGINEERING SERVICES EXAM-2014,/assets/pdf/Advertisement/ADV_SES2014.pdf,1
1437609600000,201412, CORRIGENDUM-1,/assets/pdf/Advertisement/SSE2014_CORRIGENDUM.pdf,1
1448928000000,201412,CORRIGENDUM-2,/assets/pdf/Advertisement/SSE2014_CORRIGENDUM2.pdf,1
1409875200000,201411,ADVERTISEMENT FOR ASSISTANT PROFESSOR  (HIGHER EDUCATION) - 2014,/assets/pdf/Advertisement/ADV_AP_2014.pdf,1
1413504000000,201411,CORRIGENDUM-1,/assets/pdf/Advertisement/AP_CORRIGENDUM.pdf,1
1452038400000,201411,CORRIGENDUM-2,/assets/pdf/Advertisement/AP_CORRIGENDUM2.pdf,1
1407974400000,201410,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, INDUSTRIAL HEALTH & SAFETY-2014",/assets/pdf/Advertisement/adv_ADIHS.pdf,1
1413504000000,201410,CORRIGENDUM,/assets/pdf/Advertisement/ADIHS_CORRIGENDUM.pdf,1
1406246400000,201409,ADVERTISEMENT FOR VARIOUS POST UNDER HEALTH AND FAMILY WELFARE DEPT (MEDICAL EDUCATION)-2014,/assets/pdf/Advertisement/adv_hfw_me.pdf,1
1406851200000,201409,CORRIGENDUM-1,/assets/pdf/Advertisement/ME_C1.pdf,1
1416614400000,201409,CORRIGENDUM-2,/assets/pdf/Advertisement/ME_C2.pdf,1
1403222400000,201408,"ADVERTISEMENT FOR KUL SACHIV, UP KULSACHIV, SAHAYAK KULSACHIV-2014",/assets/pdf/Advertisement/adv_KS_US_SS.pdf,1
1402012800000,201407,ADVERTISEMENT FOR SAHAYAK SANCHALAK JANSAMPARK-2014,/assets/pdf/Advertisement/ADV_ADJ2014.pdf,1
1400112000000,201406,"ADVERTISEMENT FOR SAHAYAK ANUSANDHAN ADHIKARI, SAHAYAK NIYOJAN ADHIKARI, SAHAYAK JANSAMPARK ADHIKARI-2014 ",/assets/pdf/Advertisement/ADV_Tribes2014.pdf,1
1402358400000,201406,Notification,/assets/pdf/Advertisement/Notice_ARO_APO.pdf,1
1397692800000,201405,ADVERTISEMENT FOR VARIOUS POSTS UNDER HEALTH AND FAMILY WELFARE DEPT. (MEDICAL EDUCATION) -2014,/assets/pdf/Advertisement/ADV_ME2014.pdf,1
1396051200000,201404,ADVERTISEMENT FOR MINING INSPECTOR -2014 ,/assets/pdf/Advertisement/ADV_MI2014.pdf,1
1399593600000,201404,Corrigendum,/assets/pdf/Advertisement/MI_CORRIGENDUM.pdf,1
1396051200000,201403,ADVERTISEMENT FOR MINING OFFICER -2014,/assets/pdf/Advertisement/ADV_MI2014.pdf,1
1393027200000,201402,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM-2014,/assets/pdf/Advertisement/ADV_CJ2014.pdf,1
1392249600000,201401,ADVERTISEMENT FOR SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2014,/assets/pdf/Advertisement/ADV_ARTO_TSI2014.pdf,1
1387497600000,201307,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2013 ,/assets/pdf/Advertisement/SSE2013/ADV_sse2013.pdf,1
1389312000000,201307,CORRIGENDUM-1,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM.pdf,1
1397692800000,201307,CORRIGENDUM-2,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM2.pdf,1
1401494400000,201307,CORRIGENDUM-3,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM3.pdf,1
1440115200000,201307,CORRIGENDUM-4,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM4.pdf,1
1385078400000,201306,ADVERTISEMENT FOR ASSISTANT BLOCK EDUCATION OFFICER - 2013,/assets/pdf/Advertisement/ADV_ABEO2013.pdf,1
1377907200000,201305,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY) - 2013",/assets/pdf/Advertisement/ADV_AD_P_R_S2013.pdf,1
1405036800000,201305,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_PRS.pdf,1
1371859200000,201304,ADVERTISEMENT FOR ASSISTANT DIRECTOR FISHERISH- 2013,/assets/pdf/Advertisement/ADV_AD_FISH2013.pdf,1
1369958400000,201303,ADVERTISEMENT FOR BIMA CHIKITSA ADHIKARI- 2013,/assets/pdf/Advertisement/adv_IMO2013.pdf,1
1369267200000,201302,ADVERTISEMENT FOR GRANTHPAL- 2013,/assets/pdf/Advertisement/adv_Librarian2013.pdf,1
1368662400000,201301,ADVERTISEMENT FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI (ADPPO)- 2013,/assets/pdf/Advertisement/adv_adppo2013.pdf,1
1356134400000,201203,"ADVERTISEMENT FOR ASTT. DIRECTOR, AGRICULTURE-2012",/assets/pdf/Advertisement/AD_AG2012/ADV_AD_AG2012.pdf,1
1356134400000,201202,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2012,/assets/pdf/Advertisement/SSE2012/ADV_sse2012.pdf,1
1363910400000,201202,Corrigendum-1,/assets/pdf/Advertisement/SSE2012/CORRIGENDUM.PDF,1
1345766400000,201202,CORRIGENDUM-2 ,/assets/pdf/Notifications/rajpatra_SSE_2012_Syllabus.PDF,1
1356048000000,201201,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2012,/assets/pdf/Advertisement/VMAS2012/ADV_VMAS2012.pdf,1
1356048000000,201201,ANNEXURE-1,/assets/pdf/Advertisement/VMAS2012/1.pdf,1
1356048000000,201201,ANNEXURE-2,/assets/pdf/Advertisement/VMAS2012/2.pdf,1
1324857600000,201106,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2011 ,/assets/pdf/Advertisement/SSE2011/ADV_sse2011.pdf,1
1328054400000,201106,Corrigendum-1,/assets/pdf/Advertisement/SSE2011/c_sse2011.pdf,1
1329350400000,201106,Corrigendum-2,/assets/pdf/Advertisement/SSE2011/c2_sse2011.pdf,1
1332720000000,201106,Corrigendum-3,/assets/pdf/Advertisement/SSE2011/c3_sse2011.pdf,1
1332720000000,201106,LIST OF SUVIDHA KENDRA,/assets/pdf/Advertisement/SSE2011/SK.pdf,1
1332720000000,201106,LIST OF NEW SUVIDHA KENDRA,/assets/pdf/Advertisement/SSE2011/NEW_SK.pdf,1
1332720000000,201106,INSTRUCTIONS FOR CANDIDATES,/assets/pdf/Advertisement/SSE2011/INSTRUCTIONS.pdf,1
1332720000000,201106,INSTRUCTIONS TO FILL ONLINE FORM,/assets/pdf/Advertisement/SSE2011/0.pdf,1
1637193600000,201105,ADVERTISEMENT FOR CHHATTISGARH PUBLIC SERVICE COMMISSION-2011,/assets/pdf/Advertisement/ADV_PSC_Staff_2011.pdf,1
1315440000000,201104,ADVERTISEMENT FOR CHEMIST-2011,/assets/pdf/Advertisement/ADV_CHEMIST_2011.pdf,1
1303516800000,201103,ADVERTISEMENT FOR ASTT. CONTROLLER NAAP TAUL-2011,/assets/pdf/Advertisement/adv_ac_nt_2011.pdf,1
1299801600000,201102,ADVERTISEMENT FOR SAHAYAK BHAUMIKI VID-2011,/assets/pdf/Advertisement/Adv_AGE_2011.pdf,1
1299196800000,201101,ADVERTISEMENT FOR ASSISTANT DIRECTOR (HATHKARGHA)-2011,/assets/pdf/Advertisement/ADV_AD_H_2011.pdf,1
1285804800000,201003,ADVERTISEMENT FOR MINING INSPECTOR-2010,/assets/pdf/Advertisement/adv_MI_2010.pdf,1
1272585600000,201002,ADVERTISEMENT FOR MUKHYA NAGAR PALIKA ADHIKARI VERG 'KHA' & VERG 'GA'-2010,/assets/pdf/Advertisement/CMO_'B-C'_OMR_2010.pdf,1
1264723200000,201001,ADVERTISEMENT FOR SAHAYAK SANCHALAK (RESHAM)-2010,/assets/pdf/Advertisement/Sahayak_Sanchalak%20_Resham.pdf,1
1261612800000,200907,ADVERTISEMENT FOR VISHESHGYA AYURVEDA - H & F W DEPT. -2009,/assets/pdf/Advertisement/Specialist_Ayurveda.pdf,1
1260921600000,200906,ADVERTISEMENT FOR VISHESHGYA CHIKITSAK (SPECIALIST)- H. & F. W.  DEPT.-2009,/assets/pdf/Advertisement/Specialist_Ayush_2009.pdf,1
1256256000000,200905,ADVERTISEMENT FOR DISTRICT AYURVED OFFICERS-2009,/assets/pdf/Advertisement/DAO.pdf,1
1251331200000,200904,"ADVERTISEMENT FOR Lecturer, Reader - Govt. Ayurved College, Senior Scientific Officer (H & F  W ) -2009","/assets/pdf/Advertisement/Professor,%20Reader,%20Scientific-New-2009.pdf",1
1262822400000,200904,Corrigendum,/assets/pdf/Advertisement/Amendment_Lect_Reader_SSO2.pdf,1
1246579200000,200903,ADVERTISEMENT FOR HOMEOPATHY AND UNANI MEDICAL OFFICERS-2009,/assets/pdf/Advertisement/Homeo_Unani.pdf,1
1247788800000,200903,Corrigendum,/assets/pdf/Advertisement/Amendment_HU.pdf,1
1261094400000,200903,Corrigendum2,/assets/pdf/Advertisement/Homeopathy_Sudhi_Patra.pdf,1
1245974400000,200902,ADVERTISEMENT FOR DISTRICT MALERIA OFFICER - 2009,/assets/pdf/Advertisement/Jila_Malaria_Adhikari-2009.pdf,1
1242345600000,200901,ADVERTISEMENT FOR ASTT. PROFESSOR (HIGHER EDUCATION DEPARTMENT)-2009,/assets/pdf/Advertisement/Adv_AP_HighEdu.pdf,1
1242345600000,200811,ADVERTISEMENT FOR ASTT. PROFESSOR- CLINICAL NON CLINCICAL (HEALTH AND FAMILY WELFARE DEPARTMENT)-2008,/assets/pdf/Advertisement/Adv_AP_CNC_HFW.pdf,1
