item_code,advt_no,details,link
1683763200000,202223,INTERVIEW SCHEDULE -CASUALTY MEDICAL OFFICER EXAM- 2022 ,/assets/pdf/Notifications/INT_SCH_CMO_2022_11052023.pdf
1683763200000,202214,"NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF SCIENTIFIC OFFICER (BIOLOGY, CHEMISTRY, PHYSICS) EXAM- 2022 (11-05-2023)",/assets/pdf/Notifications/Noti_INT_SCH_SO_2022_11052023.pdf
1683763200000,202214,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -SCIENTIFIC OFFICER (BIOLOGY, CHEMISTRY, PHYSICS) EXAM- 2022",/assets/pdf/Notifications/INT_SCH_SO_2022_11052023.pdf
1683763200000,202214,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_SO_2022_11052023.pdf
1683763200000,202222,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF PHYSIOTHERAPIST EXAM- 2022 (11-05-2023),/assets/pdf/Notifications/Noti_INT_SCH_PHY_2022_11052023.pdf
1683763200000,202222,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -PHYSIOTHERAPIST EXAM- 2022 ,/assets/pdf/Notifications/INT_SCH_PHY_2022_11052023.pdf
1683763200000,202222,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_PHY_2022_11052023.pdf
1683763200000,202226,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF AYURVEDA MEDICAL OFFICER EXAM- 2022 (11-05-2023),/assets/pdf/Notifications/Noti_INT_SCH_AMO_2022_11052023.pdf
1683763200000,202226,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -AYURVEDA MEDICAL OFFICER EXAM- 2022 ,/assets/pdf/Notifications/INT_SCH_AMO_2022_11052023.pdf
1683763200000,202226,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AMO_2022_11052023.pdf
1683763200000,202228,EXAM SCHEDULE - STATE SERVICE (MAINS) EXAMINATION -2022 (11-05-2023) ,/assets/pdf/Notifications/EXAM_SCH_SSME_2022_11052023.pdf
1683763200000,202229,EXAM SCHEDULE - CIVIL JUDGE (MAINS) EXAMINATION -2022 (11-05-2023) ,/assets/pdf/Notifications/EXAM_SCH_CJM_2022_11052023.pdf
1683158400000,202007,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF CG FOREST SERVICE (COMBINED) EXAM- 2020 (04-05-2023),/assets/pdf/Notifications/NOTI_CGFSE_2022INTERVIEW_04052023.pdf
1683158400000,202007,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -CG FOREST SERVICE (COMBINED) EXAM- 2020 ,/assets/pdf/Notifications/INT_SCH_CGFSE_2022INTERVIEW_04052023.pdf
1683158400000,202007,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_CGFSE_2022INTERVIEW_04052023.pdf
1680739200000,999999,SHORT TENDER NOTICE FOR SECURITY IN CGPSC OFFICE-2023 (06-04-2023) ,/assets/pdf/Notifications/Tender_CGPSC_Security_06042023.pdf
1680739200000,999999,SHORT TENDER NOTICE FOR SAAF SAFAI WORK IN CGPSC OFFICE-2023 (06-04-2023) ,/assets/pdf/Notifications/Tender_CGPSC_Saaf_Safai_06042023.pdf
1680652800000,202301,NOTIFICATION FOR INTERVIEW OF READER (DEPT. OF MEDICAL EDUCATION (AYUSH)-2023 (05-04-2023),/assets/pdf/Notifications/INT_SCH_READER_AYUSH_2023_05042023.pdf
1677801600000,202301,NOTIFICATION FOR DOCUMENT VERIFICATION OF READER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023 (03-03-2023),/assets/pdf/Notifications/Noti_DV_READER_AYUSH_2023_03032023.pdf
1677801600000,202301,DOCUMENT VERIFICATION SCHEDULE -READER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023 ,/assets/pdf/Notifications/DV_SCH_READER_AYUSH_2023_03032023.pdf
1709424000000,202301,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_READER_AYUSH_2023_03032023.pdf
1675296000000,202229,NOTIFICATION - CIVIL JUDGE (ENTRY LEVEL) EXAM-2022 (02-02-2023),/assets/pdf/Notifications/Noti_CJ_2022_02022023.pdf
1674518400000,202228,NOTIFICATION - STATE SERVICE (PRELIMS) EXAM-2022 (24-01-2023),/assets/pdf/Notifications/NOTI_SSPE_2022_24012023.pdf
1672876800000,,NOTIFICATION -UPDATE CANDIDATE NAME IN ONLINE APPLICATION (05-01-2023),/assets/pdf/Notifications/NOTI_UPDATE_NAME05012023.pdf
1672099200000,202229,EXAM SCHEDULE -CIVIL JUDGE EXAM-2022 (27-12-2022),/assets/pdf/Notifications/Exam_Schedule_CJ2022_27122022.pdf
1672099200000,202229,NOTIFICATION ABOUT SCRIBE IN CIVIL JUDGE EXAM-2022 (27-12-2022),/assets/pdf/Notifications/Noti_About_Scribe_CJ2022_27122022.pdf
1671062400000,202228,EXAM SCHEDULE - STATE SERVICE (PRELIMS) EXAM-2022 (15-12-2022),/assets/pdf/Notifications/noti_sse2022_15122022.pdf
1670371200000,202228,NOTIFICATION ABOUT SCRIBE IN STATE SERVICE EXAM-2022 (07-12-2022),/assets/pdf/Notifications/Noti_About_Scribe_SSE_2022_07122022.pdf
1665014400000,,"NOTIFICATION REGARDING COPY OF ANSWER SHEET EXAMS HELD ON 25-06-2022, 30-06-2022 AND 15-07-2022 (06-10-2022)",/assets/pdf/Notifications/NOTI_OMR_AS_25_30_JUN_15_JUL_06102022.pdf
1665014400000,202007,POSTPONEMENT OF DOCUMENT VERIFICATION / INTERVIEW OF CG FOREST SERVICE (COMBINED) EXAM-2020 (06-10-2022),/assets/pdf/Notifications/NOTI_CGFSE_2020_INT_POSTPONE_06102022.pdf
1663545600000,202007,CAVEAT SUCHANA FOR CG FOREST SERVICE (COMBINED) EXAM-2020 [HON'BLE SUPREME COURT] (19-09-2022),/assets/pdf/Notifications/Caveate_Suchana_CGFSE_2020_19092022.pdf
1663027200000,202007,CAVEAT SUCHANA FOR CG FOREST SERVICE (COMBINED) EXAM-2020 (13-09-2022),/assets/pdf/Notifications/Caveat_Suchanan_CGFSE_2020_13092022.pdf
1662940800000,202007,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF CG FOREST SERVICE (COMBINED) EXAM- 2020 (12-09-2022),/assets/pdf/Notifications/NOTI_DV_INTV_CGFSE_2020_12092022.pdf
1662940800000,202007,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -CG FOREST SERVICE (COMBINED) EXAM- 2020 (12-09-2022),/assets/pdf/Notifications/DV_INTV_SCH_CGFSE_2020_12092022.pdf
1662940800000,202007,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_CGFSE_2020_12092022.pdf
1662336000000,202109,CAVEAT SUCHANA FOR STATE SERVICE EXAM-2021 (05-09-2022),/assets/pdf/Notifications/Caveat_SSE_2021_05092022.pdf
1661385600000,202218,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) EXAM-2022 AND BOILER INSPECTOR EXAM-2022 (25-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_ARTO_TSI_BOI_2021_25082022.pdf
1661385600000,202218,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) EXAM-2022 AND BOILER INSPECTOR EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_ARTO_TSI_BOI_2021_25082022.pdf
1661385600000,202218,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_ARTO_TSI_BOI_2021_25082022.pdf
1661385600000,202109,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF STATE SERVICE EXAM- 2021 (25-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SSE_2021_25082022.pdf
1661299200000,202109,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE SERVICE EXAM- 2021,/assets/pdf/Notifications/DV_INTV_SCH_SSE_2021_25082022.pdf
1661299200000,202109,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_SSE_2021_25082022.pdf
1661126400000,202105,NOTIFICATION REGARDING FULL ADDRESS OF EXAM CENTER (CENTER CODE 2001) -STATE ENGINEERING SERVICE EXAM-2021 ,/assets/pdf/Notifications/NOTI_SES_2021_CCODE2001_22082022.pdf
1660694400000,202214,EXAM SCHEDULE - SCIENTIFIC OFFICER 2022 AND CASULTY MEDICAL OFFICER-2022 (17-08-2022),/assets/pdf/Notifications/Exam_Sch_SO_CMO_2022_17082022.pdf
1660262400000,202224,NOTIFICATION ABOUT TRAVEL ALLOWANCE IN PEON (GAD / CGPSC) EXAM -2022 (12-08-2022),/assets/pdf/Notifications/Noti_TA_PEON_2022_12082022.pdf
1660262400000,202224,NOTIFICATION ABOUT SUBSCRIBER IN PEON (GAD / CGPSC) EXAM -2022 (12-08-2022),/assets/pdf/Notifications/Noti_Subs_PEON_2022_12082022.pdf
1660089600000,202209,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF DENTAL SURGEON EXAM-2022 (10-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_DENTAL_2022_10082022.pdf
1660089600000,202209,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - DENTAL SURGEON EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_DENTAL_2022_10082022.pdf
1660089600000,202209,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_DENTAL_2022_10082022.pdf
1660089600000,202216,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF HOMOEOPATHY MEDICAL OFFICER EXAM-2022 (10-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_HMO_2022_10082022.pdf
1660089600000,202216,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -HOMOEOPATHY MEDICAL OFFICER EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_HMO_2022_10082022.pdf
1660089600000,202216,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_HMO_2022_10082022.pdf
1659484800000,202224,EXAM SCHEDULE - PEON (GENERAL ADMINISTRATION DEPT. & CGPSC) EXAM-2022 (03-08-2022),/assets/pdf/Notifications/EXAM_SCH_PEON_GAD_CGPSC_03082022.pdf
1660089600000,202207,NOTIFICATION FOR AMENDMENT IN DOCUMENT AND INTERVIEW VERIFICATION SCHEDULE OF MINING OFFICER AND ASSISTANT GEOLOGIST EXAM-2022 (10-08-2022),/assets/pdf/Notifications/Amended_Document_Interview_Schedule_MO_AG_2022_10082022.pdf
1659484800000,202207,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF MINING OFFICER AND ASSISTANT GEOLOGIST EXAM-2022 (03-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_MO_AG_03082022.pdf
1659484800000,202207,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -MINING OFFICER AND ASSISTANT GEOLOGIST EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_MO_AG_03082022.pdf
1659484800000,202207,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_MO_AG_03082022.pdf
1659484800000,202208,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF DEPUTY SURINTENDENT OF POLICE (RADIO) EXAM-2022 AND ASSISTANT RESEARCH OFFICER EXAM-2022 (03-08-2022),/assets/pdf/Notifications/Noti_DV_INTV_SCH_DSPR_ARO_03082022.pdf
1659484800000,202208,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -DEPUTY SURINTENDENT OF POLICE (RADIO) EXAM-2022 AND ASSISTANT RESEARCH OFFICER EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_DSPR_ARO_03082022.pdf
1659484800000,202208,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_DSPR_ARO_03082022.pdf
1658880000000,,NOTIFICATION REGARDING COPY OF ANSWER SHEET (27-07-2022),/assets/pdf/Notifications/NOTI_COPY_ANSWER_SHEET_27072022.pdf
1659484800000,202227,NOTIFICATION FOR INTERVIEW OF LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH)-2022 (03-08-2022),/assets/pdf/Notifications/INT_SCH_LECT_AYUSH_03082022.pdf
1658188800000,202227,NOTIFICATION FOR DOCUMENT VERIFICATION OF LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2022 (19-07-2022),/assets/pdf/Notifications/Noti_DV_LECTURER_AYUSH_2022_19072022.pdf
1658188800000,202227,DOCUMENT VERIFICATION SCHEDULE -LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2022 ,/assets/pdf/Notifications/DV_SCH_LECTURER_AYUSH_2022_19072022.pdf
1658188800000,202227,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_LECTURER_AYUSH_2022_19072022.pdf
1658102400000,202223,NOTIFICATION FOR DOCUMENT VERIFICATION OF CASULTY MEDICAL OFFICER-2022 (18-07-2022),/assets/pdf/Notifications/Noti_DV_CMO_2022_18072022.pdf
1658102400000,202223,DOCUMENT VERIFICATION SCHEDULE -CASULTY MEDICAL OFFICER-2022 ,/assets/pdf/Notifications/DV_SCH_CMO_2022_18072022.pdf
1658102400000,202223, DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_CMO_2022_18072022.pdf
1658102400000,202223,NOTIFICATION FOR INTERVIEW OF GENERAL DUTY MEDICAL OFFICER-2022 (18-07-2022),/assets/pdf/Notifications/INTV_SCH_GDMO_2022_18072022.pdf
1657324800000,202223,NOTIFICATION FOR DOCUMENT VERIFICATION OF GENERAL DUTY MEDICAL OFFICER-2022 (09-07-2022),/assets/pdf/Notifications/NOTI_DV_SCH_GDMO_2022_09072022.pdf
1657324800000,202223,DOCUMENT VERIFICATION SCHEDULE -GENERAL DUTY MEDICAL OFFICER-2022,/assets/pdf/Notifications/DV_SCH_GDMO_2022_09072022.pdf
1657324800000,202223,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_GDMO_2022_09072022.pdf
1657238400000,202222,EXAM SCHEDULE - PHYSIOTHERAPIST-2022 AND AYURVEDA MEDICAL OFFICER-2022 (08-07-2022),/assets/pdf/Notifications/EXAM_SCH_PHYSIO_AMO_2022_08062022.pdf
1656288000000,202221,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF VETERINARY ASSISTANT SURGEON-2022 (27-06-2022),/assets/pdf/Notifications/NOTI_INTV_DV_SCH_VAS_2022_27062022.pdf
1656288000000,202221,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -VETERINARY ASSISTANT SURGEON-2022 ,/assets/pdf/Notifications/INTV_DV_SCH_VAS_2022_27062022.pdf
1656288000000,202221, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_VAS_2022_27062022.pdf
1656288000000,202220,NOTIFICATION FOR INTERVIEW OF FIRE OFFICER TECHNICAL OFFICER-2022 (27-06-2022),/assets/pdf/Notifications/INTV_SCH_FO_TO_2022_27062022.pdf
1655078400000,202220,NOTIFICATION FOR DOCUMENT VERIFICATION OF FIRE OFFICER TECHNICAL OFFICER-2022 (13-06-2022),/assets/pdf/Notifications/Noti_DV_Fire_officer_13062022.pdf
1655078400000,202220,DOCUMENT VERIFICATION SCHEDULE -FIRE OFFICER TECHNICAL OFFICER-2022 ,/assets/pdf/Notifications/DV_SCH_Fire_officer_13062022.pdf
1655078400000,202220,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_Fire_officer_13062022.pdf
1656028800000,202214,EXAM SCHEDULE - SCIENTIFIC OFFICER-2022 (24-06-2022),/assets/pdf/Notifications/EXAM_SCH_SO_2022_24062022.pdf
1655856000000,202105,EXAM SCHEDULE - STATE ENGINEERING SERVICE EXAM-2021 (22-06-2022),/assets/pdf/Notifications/Exam_Sch_SES_2021_22062022.pdf
1655856000000,202209,EXAM SCHEDULE - DENTAL SURGEON-2022 AND BOILER INSPECTOR-2022 (22-06-2022),/assets/pdf/Notifications/Exam_Sch_DENTAL_BOI_2022_22062022.pdf
1655856000000,202216,AMENDED EXAM SCHEDULE - HOMOEOPATHY MEDICAL OFFICER-2022 AND SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.)-2022 (22-06-2022),/assets/pdf/Notifications/Amended_Exam_Sch_HMO_ARTO_TSI_2022_22062022.pdf
1655856000000,202207,"NOTIFICATION ABOUT ONLINE ADMIT CARD FOR MINING OFFICER, ASSISTANT GEOLOGIST EXAM-2022 AND DSP(RADIO)EXAM-2022 (22-06-2022)",/assets/pdf/Notifications/Noti_About_AC_MO_AG_DSPR_2022_20062022.pdf
1655683200000,202211,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR ASSISTANT RESEARCH OFFICER EXAM-2022 (20-06-2022),/assets/pdf/Notifications/Noti_About_AC_ARO_2022_20062022.pdf
1654560000000,,"CAVEAT SUCHANA- ADVERTISEMENT NO-14/2022, 16/2022, 18/2022, 19/2022, 20/2022, 21/2022, 22/2022, 23/2022 (07-06-2022) ",/assets/pdf/Notifications/Caveat_Suchana_07062022.pdf
1654473600000,202225,"CAVEAT SUCHANA- PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION)-2022, AYURVEDA MEDICAL OFFICER-2022, LECTURER (MEDICAL EDUCATION (AYUSH) DEPT.)-2022 (06-06-2022) ",/assets/pdf/Notifications/Caveat_Suchana_06062022.pdf
1654128000000,202118,NOTIFICATION FOR INTERVIEW OF PRACHARYA VERG-1 AND PRACHARYA VERG-2 (02-06-2022),/assets/pdf/Notifications/Noti_Intv_P1P2_2021_02062022.pdf
1654128000000,202118,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -PRACHARYA VERG-1 AND PRACHARYA VERG-2,/assets/pdf/Notifications/INT_SCH_P1P2_2021_02062022.pdf
1654128000000,202118,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_P1P2_2021_02062022.pdf
1654128000000,202202,"NOTIFICATION FOR INTERVIEW OF ASSISTANT DIRECTOR (PLANNING, ECONOMICS, STATISTICS)-2022, ASSISTANT DIRECTOR, HANDLOOM-2021, ASSISTANT DIRECTOR, RESHAM-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022, LAW OFFICER (HOME)-2021, SCIENTIFIC OFFICER (CHEMISTRY)-2022 (02-06-2022)",/assets/pdf/Notifications/Noti_Intv_adpes_adh_adr_ar_lawp_lawh_soc_02062022.pdf
1654128000000,202202,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -ASSISTANT DIRECTOR (PLANNING, ECONOMICS, STATISTICS)-2022, ASSISTANT DIRECTOR, HANDLOOM-2021, ASSISTANT DIRECTOR, RESHAM-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022, LAW OFFICER (HOME)-2021, SCIENTIFIC OFFICER (CHEMISTRY)-2022",/assets/pdf/Notifications/Intv_sch_adpes_adh_adr_ar_lawp_lawh_soc_02062022.pdf
1654128000000,202202,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/Intv_cl_adpes_adh_adr_ar_lawp_lawh_soc_02062022.pdf
1654041600000,202224,CAVEAT SUCHANA FOR PEON (GENERAL ADMINISTRATION DEPT.)-2022 (01-06-2022),/assets/pdf/Notifications/Caveat_Suchana_Peon_GAD_2022_01062022.pdf
1653523200000,202215,NOTIFICATION FOR INTERVIEW OF ASSISTANT DIRECTOR (INDUSTRIAL HYGIENE)-2022 (26-05-2022),/assets/pdf/Notifications/Noti_Int_Sch_ADIH_2022_26052022.pdf
1652400000000,202215,NOTIFICATION FOR DOCUMENT VERIFICATION OF ASSISTANT DIRECTOR (INDUSTRIAL HYGIENE)-2022 (13-05-2022),/assets/pdf/Notifications/NOTI_DV_SCH_ADIH_2022_13052022.pdf
1652400000000,202215,DOCUMENT VERIFICATION SCHEDULE -ASSISTANT DIRECTOR (INDUSTRIAL HYGIENE),/assets/pdf/Notifications/DV_SCH_ADIH_2022_13052022.pdf
1747094400000,202215,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_ADIH_2022_13052022.pdf
1653523200000,202213,NOTIFICATION FOR INTERVIEW OF LECTURER TEXTILE DESIGNE -2022(26-05-2022),/assets/pdf/Notifications/Noti_Int_Sch_LTD_2022_26052022.pdf
1651622400000,202213,NOTIFICATION ABOUT DOCUMENT VERIFICATION OF LECTURER TEXTILE DESIGNE -2022 (04-05-2022) ,/assets/pdf/Notifications/NOTI_DV_SCH_LTD_2022_04052022.pdf
1651622400000,202213,DOCUMENT VERIFICATION SCHEDULE - LECTURER TEXTILE DESIGNE -2022,/assets/pdf/Notifications/DV_SCH_LTD_2022_04052022.pdf
1651622400000,202213, DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_LTD_2022_04052022.pdf
1652054400000,202109,NOTIFICATION ABOUT SUBSCRIBER IN STATE SERVICE (MAINS) EXAM-2021 (09-05-2022),/assets/pdf/Notifications/NOTI_ABOUT_SUBS_SSME_2021_09052022.pdf
1651622400000,999999,SHORT TENDER NOTICE FOR STATIONERY PURCHASE FOR YEAR 2022-23 (04-05-2022) ,/assets/pdf/Notifications/TENDER_NOTICE_STATIONERY_2022_04052022.pdf
1651622400000,202112,NOTIFICATION - ASSISTANT PROFESSOR (NURSING) AND DEMONSTRATOR (NURSING) -2021 (04-05-2022) ,/assets/pdf/Notifications/NOTI_AP_NURS_DEMO_NURS_2021_04052022.pdf
1651622400000,202109,EXAM SCHEDULE - STATE SERVICE (MAINS) EXAMINATION -2021 (04-05-2022) ,/assets/pdf/Notifications/Exam_Sch_SSME_2021_04052022.pdf
1651622400000,202217,NOTIFICATION FOR INTERVIEW OF VISHESHGYA CHIKITSHAK (AYUSH WING/THERAPY CENTER) -2022 (04-05-2022),/assets/pdf/Notifications/NOTI_INT_SCH_VC_2022_04052022.pdf
1651622400000,202217,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -VISHESHGYA CHIKITSHAK -2022 ,/assets/pdf/Notifications/INT_SCH_VC_2022_04052022.pdf
1651622400000,202217,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_VC_2022_04052022.pdf
1651449600000,202114,NOTIFICATION FOR INTERVIEW OF DEMONSTRATOR PHYSIOTHERAPY-2021 (02-05-2022),/assets/pdf/Notifications/NOTI_INTV_DEMO_PHY_2021_02052022.pdf
1649808000000,202114,NOTIFICATION ABOUT DOCUMENT VERIFICATION OF DEMONSTRATOR PHYSIOTHERAPY AND TUTOR OCCUPATIONAL -2021 (13-04-2022) ,/assets/pdf/Notifications/NOTI_DV_SCH_DEMOPHY_TO_2021_13042022.pdf
1649808000000,202114,DOCUMENT VERIFICATION SCHEDULE - DEMONSTRATOR PHYSIOTHERAPY AND TUTOR OCCUPATIONAL -2021,/assets/pdf/Notifications/DV_SCH_DEMOPHY_TO_2021_13042022.pdf
1649808000000,202114,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_DEMOPHY_TO_2021_13042022.pdf
1651190400000,202115,NOTIFICATION ABOUT SUBSCRIBER OF EXAMS HELD ON 4TH MAY 2022 (29-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_SUBS_EXAMS_HELD_4TH_MAY_2022_29042022.pdf
1651017600000,202212,NOTIFICATION FOR INTERVIEW OF MEDICAL SPECIALIST -2022 (27-04-2022),/assets/pdf/Notifications/NOTI_INT_SCH_MS_2022_27042022.pdf
1651017600000,202212,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -MEDICAL SPECIALIST -2022,/assets/pdf/Notifications/INT_SCH_MS_2022_27042022.pdf
1651017600000,202212,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_MS_2022_27042022.pdf
1651017600000,202216,EXAM SCHEDULE - HOMOEOPATHY MEDICAL OFFICER-2022 AND SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.)-2022 (27-04-2022) ,/assets/pdf/Notifications/EXAM_SCH_HMO_ARTO_TSI_27042022.pdf
1651017600000,202207,"AMENDED EXAM SCHEDULE - MINING OFFICER, ASSISTANT GEOLOGIST-2022 AND DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2022 (27-04-2022) ",/assets/pdf/Notifications/AMEND_Exam_Sch_MO_AG_DSPR_2022_27042022.pdf
1649203200000,202207,"EXAM SCHEDULE - MINING OFFICER, ASSISTANT GEOLOGIST-2022 AND DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2022 (06-04-2022) ",/assets/pdf/Notifications/Exam_Sch_MO_AG_DSPR_2022_06042022.pdf
1650931200000,202115,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR EXAMS HELD ON 4TH MAY 2022 (26-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_AC_EXAMS_HELD_4TH_MAY_2022_26042022.pdf
1650585600000,202118,NOTIFICATION ABOUT SUBSCRIBER EXAMS HELD ON 1ST AND 2ND MAY 2022 (22-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_SUBS_1ST_2ND_MAY_EXAM_22042022.pdf
1650499200000,202118,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR EXAMS HELD ON 1ST AND 2ND MAY 2022 (21-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_AC_EXAMS_HELD_1ST_2ND_MAY_2022_21042022.pdf
1647993600000,202109,NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2021 (23-03-2022),/assets/pdf/Notifications/Noti_SSME_2021_23032022.pdf
1649376000000,202109,DATE EXTENSION NOTIFICATION - ONLINE APPLICATION OF STATE SERVICE (MAINS) EXAM-2021 (08-04-2022),/assets/pdf/Notifications/NOTI_SSME_2021_DATE_EXTENSION_08042022.pdf
1649289600000,202211,EXAM SCHEDULE - ASSISTANT RESEARCH OFFICER -2022 (07-04-2022) ,/assets/pdf/Notifications/EXAM_SCH_ARO_2022_07042022.pdf
1649203200000,202206,NOTIFICATION FOR INTERVIEW OF ASSISTANT DIRECTOR (REVENUE AND DISASTER MANAGEMENT)-2022 (06-04-2022),/assets/pdf/Notifications/NOTIFICATION_INTERVIEW_AD_RDM_2022_06042022.pdf
