item_code,advt_no,details,link
1857,,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF AYURVEDA MEDICAL OFFICER EXAM- 2022 (11-05-2023),/assets/pdf/Notifications/Noti_INT_SCH_AMO_2022_11052023.pdf
1856,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -AYURVEDA MEDICAL OFFICER EXAM- 2022 ,/assets/pdf/Notifications/INT_SCH_AMO_2022_11052023.pdf
1855,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AMO_2022_11052023.pdf
1854,,EXAM SCHEDULE - STATE SERVICE (MAINS) EXAMINATION -2022 (11-05-2023) ,/assets/pdf/Notifications/EXAM_SCH_SSME_2022_11052023.pdf
1853,,EXAM SCHEDULE - CIVIL JUDGE (MAINS) EXAMINATION -2022 (11-05-2023) ,/assets/pdf/Notifications/EXAM_SCH_CJM_2022_11052023.pdf
1852,,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF CG FOREST SERVICE (COMBINED) EXAM- 2020 (04-05-2023),/assets/pdf/Notifications/NOTI_CGFSE_2022INTERVIEW_04052023.pdf
1851,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -CG FOREST SERVICE (COMBINED) EXAM- 2020 ,/assets/pdf/Notifications/INT_SCH_CGFSE_2022INTERVIEW_04052023.pdf
1850,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_CGFSE_2022INTERVIEW_04052023.pdf
1849,,SHORT TENDER NOTICE FOR SECURITY IN CGPSC OFFICE-2023 (06-04-2023) ,/assets/pdf/Notifications/Tender_CGPSC_Security_06042023.pdf
1848,,SHORT TENDER NOTICE FOR SAAF SAFAI WORK IN CGPSC OFFICE-2023 (06-04-2023) ,/assets/pdf/Notifications/Tender_CGPSC_Saaf_Safai_06042023.pdf
1847,,NOTIFICATION FOR INTERVIEW OF READER (DEPT. OF MEDICAL EDUCATION (AYUSH)-2023 (05-04-2023),/assets/pdf/Notifications/INT_SCH_READER_AYUSH_2023_05042023.pdf
1846,,NOTIFICATION FOR DOCUMENT VERIFICATION OF READER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023 (03-03-2023),/assets/pdf/Notifications/Noti_DV_READER_AYUSH_2023_03032023.pdf
1845,,DOCUMENT VERIFICATION SCHEDULE -READER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2023 ,/assets/pdf/Notifications/DV_SCH_READER_AYUSH_2023_03032023.pdf
1844,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_READER_AYUSH_2023_03032023.pdf
1843,,NOTIFICATION - CIVIL JUDGE (ENTRY LEVEL) EXAM-2022 (02-02-2023),/assets/pdf/Notifications/Noti_CJ_2022_02022023.pdf
1842,,NOTIFICATION - STATE SERVICE (PRELIMS) EXAM-2022 (24-01-2023),/assets/pdf/Notifications/NOTI_SSPE_2022_24012023.pdf
1841,,NOTIFICATION -UPDATE CANDIDATE NAME IN ONLINE APPLICATION (05-01-2023),/assets/pdf/Notifications/NOTI_UPDATE_NAME05012023.pdf
1840,,EXAM SCHEDULE -CIVIL JUDGE EXAM-2022 (27-12-2022),/assets/pdf/Notifications/Exam_Schedule_CJ2022_27122022.pdf
1839,,NOTIFICATION ABOUT SCRIBE IN CIVIL JUDGE EXAM-2022 (27-12-2022),/assets/pdf/Notifications/Noti_About_Scribe_CJ2022_27122022.pdf
1838,,EXAM SCHEDULE - STATE SERVICE (PRELIMS) EXAM-2022 (15-12-2022),/assets/pdf/Notifications/noti_sse2022_15122022.pdf
1837,,NOTIFICATION ABOUT SCRIBE IN STATE SERVICE EXAM-2022 (07-12-2022),/assets/pdf/Notifications/Noti_About_Scribe_SSE_2022_07122022.pdf
1836,,"NOTIFICATION REGARDING COPY OF ANSWER SHEET EXAMS HELD ON 25-06-2022, 30-06-2022 AND 15-07-2022 (06-10-2022)",/assets/pdf/Notifications/NOTI_OMR_AS_25_30_JUN_15_JUL_06102022.pdf
1835,,POSTPONEMENT OF DOCUMENT VERIFICATION / INTERVIEW OF CG FOREST SERVICE (COMBINED) EXAM-2020 (06-10-2022),/assets/pdf/Notifications/NOTI_CGFSE_2020_INT_POSTPONE_06102022.pdf
1834,,CAVEAT SUCHANA FOR CG FOREST SERVICE (COMBINED) EXAM-2020 [HON'BLE SUPREME COURT] (19-09-2022),/assets/pdf/Notifications/Caveate_Suchana_CGFSE_2020_19092022.pdf
1833,,CAVEAT SUCHANA FOR CG FOREST SERVICE (COMBINED) EXAM-2020 (13-09-2022),/assets/pdf/Notifications/Caveat_Suchanan_CGFSE_2020_13092022.pdf
1832,,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF CG FOREST SERVICE (COMBINED) EXAM- 2020 (12-09-2022),/assets/pdf/Notifications/NOTI_DV_INTV_CGFSE_2020_12092022.pdf
1831,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -CG FOREST SERVICE (COMBINED) EXAM- 2020 (12-09-2022),/assets/pdf/Notifications/DV_INTV_SCH_CGFSE_2020_12092022.pdf
1830,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_CGFSE_2020_12092022.pdf
1829,,CAVEAT SUCHANA FOR STATE SERVICE EXAM-2021 (05-09-2022),/assets/pdf/Notifications/Caveat_SSE_2021_05092022.pdf
1828,,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) EXAM-2022 AND BOILER INSPECTOR EXAM-2022 (25-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_ARTO_TSI_BOI_2021_25082022.pdf
1827,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) EXAM-2022 AND BOILER INSPECTOR EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_ARTO_TSI_BOI_2021_25082022.pdf
1826,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_ARTO_TSI_BOI_2021_25082022.pdf
1825,,NOTIFICATION REGARDING DOCUMENT VERIFICATION AND INTERVIEW OF STATE SERVICE EXAM- 2021 (25-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SSE_2021_25082022.pdf
1824,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -STATE SERVICE EXAM- 2021,/assets/pdf/Notifications/DV_INTV_SCH_SSE_2021_25082022.pdf
1823,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_SSE_2021_25082022.pdf
1822,,NOTIFICATION REGARDING FULL ADDRESS OF EXAM CENTER (CENTER CODE 2001) -STATE ENGINEERING SERVICE EXAM-2021 ,/assets/pdf/Notifications/NOTI_SES_2021_CCODE2001_22082022.pdf
1821,,EXAM SCHEDULE - SCIENTIFIC OFFICER 2022 AND CASULTY MEDICAL OFFICER-2022 (17-08-2022),/assets/pdf/Notifications/Exam_Sch_SO_CMO_2022_17082022.pdf
1820,,NOTIFICATION ABOUT TRAVEL ALLOWANCE IN PEON (GAD / CGPSC) EXAM -2022 (12-08-2022),/assets/pdf/Notifications/Noti_TA_PEON_2022_12082022.pdf
1819,,NOTIFICATION ABOUT SUBSCRIBER IN PEON (GAD / CGPSC) EXAM -2022 (12-08-2022),/assets/pdf/Notifications/Noti_Subs_PEON_2022_12082022.pdf
1818,,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF DENTAL SURGEON EXAM-2022 (10-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_DENTAL_2022_10082022.pdf
1817,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE - DENTAL SURGEON EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_DENTAL_2022_10082022.pdf
1816,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_DENTAL_2022_10082022.pdf
1815,,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF HOMOEOPATHY MEDICAL OFFICER EXAM-2022 (10-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_HMO_2022_10082022.pdf
1814,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -HOMOEOPATHY MEDICAL OFFICER EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_HMO_2022_10082022.pdf
1813,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_HMO_2022_10082022.pdf
1812,,EXAM SCHEDULE - PEON (GENERAL ADMINISTRATION DEPT. & CGPSC) EXAM-2022 (03-08-2022),/assets/pdf/Notifications/EXAM_SCH_PEON_GAD_CGPSC_03082022.pdf
1811,,NOTIFICATION FOR AMENDMENT IN DOCUMENT AND INTERVIEW VERIFICATION SCHEDULE OF MINING OFFICER AND ASSISTANT GEOLOGIST EXAM-2022 (10-08-2022),/assets/pdf/Notifications/Amended_Document_Interview_Schedule_MO_AG_2022_10082022.pdf
1810,,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF MINING OFFICER AND ASSISTANT GEOLOGIST EXAM-2022 (03-08-2022),/assets/pdf/Notifications/NOTI_DV_INTV_SCH_MO_AG_03082022.pdf
1809,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -MINING OFFICER AND ASSISTANT GEOLOGIST EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_MO_AG_03082022.pdf
1808,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_MO_AG_03082022.pdf
1807,,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF DEPUTY SURINTENDENT OF POLICE (RADIO) EXAM-2022 AND ASSISTANT RESEARCH OFFICER EXAM-2022 (03-08-2022),/assets/pdf/Notifications/Noti_DV_INTV_SCH_DSPR_ARO_03082022.pdf
1806,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -DEPUTY SURINTENDENT OF POLICE (RADIO) EXAM-2022 AND ASSISTANT RESEARCH OFFICER EXAM-2022 ,/assets/pdf/Notifications/DV_INTV_SCH_DSPR_ARO_03082022.pdf
1805,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_INTV_CL_DSPR_ARO_03082022.pdf
1804,,NOTIFICATION REGARDING COPY OF ANSWER SHEET (27-07-2022),/assets/pdf/Notifications/NOTI_COPY_ANSWER_SHEET_27072022.pdf
1803,,NOTIFICATION FOR INTERVIEW OF LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH)-2022 (03-08-2022),/assets/pdf/Notifications/INT_SCH_LECT_AYUSH_03082022.pdf
1802,,NOTIFICATION FOR DOCUMENT VERIFICATION OF LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2022 (19-07-2022),/assets/pdf/Notifications/Noti_DV_LECTURER_AYUSH_2022_19072022.pdf
1801,,DOCUMENT VERIFICATION SCHEDULE -LECTURER (DEPT. OF MEDICAL EDUCATION (AYUSH))-2022 ,/assets/pdf/Notifications/DV_SCH_LECTURER_AYUSH_2022_19072022.pdf
1800,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_LECTURER_AYUSH_2022_19072022.pdf
1799,,NOTIFICATION FOR DOCUMENT VERIFICATION OF CASULTY MEDICAL OFFICER-2022 (18-07-2022),/assets/pdf/Notifications/Noti_DV_CMO_2022_18072022.pdf
1798,,DOCUMENT VERIFICATION SCHEDULE -CASULTY MEDICAL OFFICER-2022 ,/assets/pdf/Notifications/DV_SCH_CMO_2022_18072022.pdf
1797,, DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_CMO_2022_18072022.pdf
1796,,NOTIFICATION FOR INTERVIEW OF GENERAL DUTY MEDICAL OFFICER-2022 (18-07-2022),/assets/pdf/Notifications/INTV_SCH_GDMO_2022_18072022.pdf
1795,,NOTIFICATION FOR DOCUMENT VERIFICATION OF GENERAL DUTY MEDICAL OFFICER-2022 (09-07-2022),/assets/pdf/Notifications/NOTI_DV_SCH_GDMO_2022_09072022.pdf
1794,,DOCUMENT VERIFICATION SCHEDULE -GENERAL DUTY MEDICAL OFFICER-2022,/assets/pdf/Notifications/DV_SCH_GDMO_2022_09072022.pdf
1793,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_GDMO_2022_09072022.pdf
1792,,EXAM SCHEDULE - PHYSIOTHERAPIST-2022 AND AYURVEDA MEDICAL OFFICER-2022 (08-07-2022),/assets/pdf/Notifications/EXAM_SCH_PHYSIO_AMO_2022_08062022.pdf
1791,,NOTIFICATION FOR INTERVIEW AND DOCUMENT VERIFICATION OF VETERINARY ASSISTANT SURGEON-2022 (27-06-2022),/assets/pdf/Notifications/NOTI_INTV_DV_SCH_VAS_2022_27062022.pdf
1790,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -VETERINARY ASSISTANT SURGEON-2022 ,/assets/pdf/Notifications/INTV_DV_SCH_VAS_2022_27062022.pdf
1789,, DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INTV_DV_CL_VAS_2022_27062022.pdf
1788,,NOTIFICATION FOR INTERVIEW OF FIRE OFFICER TECHNICAL OFFICER-2022 (27-06-2022),/assets/pdf/Notifications/INTV_SCH_FO_TO_2022_27062022.pdf
1787,,NOTIFICATION FOR DOCUMENT VERIFICATION OF FIRE OFFICER TECHNICAL OFFICER-2022 (13-06-2022),/assets/pdf/Notifications/Noti_DV_Fire_officer_13062022.pdf
1786,,DOCUMENT VERIFICATION SCHEDULE -FIRE OFFICER TECHNICAL OFFICER-2022 ,/assets/pdf/Notifications/DV_SCH_Fire_officer_13062022.pdf
1785,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_Fire_officer_13062022.pdf
1784,,EXAM SCHEDULE - SCIENTIFIC OFFICER-2022 (24-06-2022),/assets/pdf/Notifications/EXAM_SCH_SO_2022_24062022.pdf
1783,,EXAM SCHEDULE - STATE ENGINEERING SERVICE EXAM-2021 (22-06-2022),/assets/pdf/Notifications/Exam_Sch_SES_2021_22062022.pdf
1782,,EXAM SCHEDULE - DENTAL SURGEON-2022 AND BOILER INSPECTOR-2022 (22-06-2022),/assets/pdf/Notifications/Exam_Sch_DENTAL_BOI_2022_22062022.pdf
1781,,AMENDED EXAM SCHEDULE - HOMOEOPATHY MEDICAL OFFICER-2022 AND SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.)-2022 (22-06-2022),/assets/pdf/Notifications/Amended_Exam_Sch_HMO_ARTO_TSI_2022_22062022.pdf
1780,,"NOTIFICATION ABOUT ONLINE ADMIT CARD FOR MINING OFFICER, ASSISTANT GEOLOGIST EXAM-2022 AND DSP(RADIO)EXAM-2022 (22-06-2022)",/assets/pdf/Notifications/Noti_About_AC_MO_AG_DSPR_2022_20062022.pdf
1779,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR ASSISTANT RESEARCH OFFICER EXAM-2022 (20-06-2022),/assets/pdf/Notifications/Noti_About_AC_ARO_2022_20062022.pdf
1778,,"CAVEAT SUCHANA- ADVERTISEMENT NO-14/2022, 16/2022, 18/2022, 19/2022, 20/2022, 21/2022, 22/2022, 23/2022 (07-06-2022) ",/assets/pdf/Notifications/Caveat_Suchana_07062022.pdf
1777,,"CAVEAT SUCHANA- PEON (CHHATTISGARH PUBLIC SERVICE COMMISSION)-2022, AYURVEDA MEDICAL OFFICER-2022, LECTURER (MEDICAL EDUCATION (AYUSH) DEPT.)-2022 (06-06-2022) ",/assets/pdf/Notifications/Caveat_Suchana_06062022.pdf
1776,,NOTIFICATION FOR INTERVIEW OF PRACHARYA VERG-1 AND PRACHARYA VERG-2 (02-06-2022),/assets/pdf/Notifications/Noti_Intv_P1P2_2021_02062022.pdf
1775,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -PRACHARYA VERG-1 AND PRACHARYA VERG-2,/assets/pdf/Notifications/INT_SCH_P1P2_2021_02062022.pdf
1774,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_P1P2_2021_02062022.pdf
1773,,"NOTIFICATION FOR INTERVIEW OF ASSISTANT DIRECTOR (PLANNING, ECONOMICS, STATISTICS)-2022, ASSISTANT DIRECTOR, HANDLOOM-2021, ASSISTANT DIRECTOR, RESHAM-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022, LAW OFFICER (HOME)-2021, SCIENTIFIC OFFICER (CHEMISTRY)-2022 (02-06-2022)",/assets/pdf/Notifications/Noti_Intv_adpes_adh_adr_ar_lawp_lawh_soc_02062022.pdf
1772,,"INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -ASSISTANT DIRECTOR (PLANNING, ECONOMICS, STATISTICS)-2022, ASSISTANT DIRECTOR, HANDLOOM-2021, ASSISTANT DIRECTOR, RESHAM-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022, LAW OFFICER (HOME)-2021, SCIENTIFIC OFFICER (CHEMISTRY)-2022",/assets/pdf/Notifications/Intv_sch_adpes_adh_adr_ar_lawp_lawh_soc_02062022.pdf
1771,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/Intv_cl_adpes_adh_adr_ar_lawp_lawh_soc_02062022.pdf
1770,,CAVEAT SUCHANA FOR PEON (GENERAL ADMINISTRATION DEPT.)-2022 (01-06-2022),/assets/pdf/Notifications/Caveat_Suchana_Peon_GAD_2022_01062022.pdf
1769,,NOTIFICATION FOR INTERVIEW OF ASSISTANT DIRECTOR (INDUSTRIAL HYGIENE)-2022 (26-05-2022),/assets/pdf/Notifications/Noti_Int_Sch_ADIH_2022_26052022.pdf
1768,,NOTIFICATION FOR DOCUMENT VERIFICATION OF ASSISTANT DIRECTOR (INDUSTRIAL HYGIENE)-2022 (13-05-2022),/assets/pdf/Notifications/NOTI_DV_SCH_ADIH_2022_13052022.pdf
1767,,DOCUMENT VERIFICATION SCHEDULE -ASSISTANT DIRECTOR (INDUSTRIAL HYGIENE),/assets/pdf/Notifications/DV_SCH_ADIH_2022_13052022.pdf
1766,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_ADIH_2022_13052022.pdf
1765,,NOTIFICATION FOR INTERVIEW OF LECTURER TEXTILE DESIGNE -2022(26-05-2022),/assets/pdf/Notifications/Noti_Int_Sch_LTD_2022_26052022.pdf
1764,,NOTIFICATION ABOUT DOCUMENT VERIFICATION OF LECTURER TEXTILE DESIGNE -2022 (04-05-2022) ,/assets/pdf/Notifications/NOTI_DV_SCH_LTD_2022_04052022.pdf
1763,,DOCUMENT VERIFICATION SCHEDULE - LECTURER TEXTILE DESIGNE -2022,/assets/pdf/Notifications/DV_SCH_LTD_2022_04052022.pdf
1762,, DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_LTD_2022_04052022.pdf
1761,,NOTIFICATION ABOUT SUBSCRIBER IN STATE SERVICE (MAINS) EXAM-2021 (09-05-2022),/assets/pdf/Notifications/NOTI_ABOUT_SUBS_SSME_2021_09052022.pdf
1760,,SHORT TENDER NOTICE FOR STATIONERY PURCHASE FOR YEAR 2022-23 (04-05-2022) ,/assets/pdf/Notifications/TENDER_NOTICE_STATIONERY_2022_04052022.pdf
1759,,NOTIFICATION - ASSISTANT PROFESSOR (NURSING) AND DEMONSTRATOR (NURSING) -2021 (04-05-2022) ,/assets/pdf/Notifications/NOTI_AP_NURS_DEMO_NURS_2021_04052022.pdf
1758,,EXAM SCHEDULE - STATE SERVICE (MAINS) EXAMINATION -2021 (04-05-2022) ,/assets/pdf/Notifications/Exam_Sch_SSME_2021_04052022.pdf
1757,,NOTIFICATION FOR INTERVIEW OF VISHESHGYA CHIKITSHAK (AYUSH WING/THERAPY CENTER) -2022 (04-05-2022),/assets/pdf/Notifications/NOTI_INT_SCH_VC_2022_04052022.pdf
1756,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -VISHESHGYA CHIKITSHAK -2022 ,/assets/pdf/Notifications/INT_SCH_VC_2022_04052022.pdf
1755,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_VC_2022_04052022.pdf
1754,,NOTIFICATION FOR INTERVIEW OF DEMONSTRATOR PHYSIOTHERAPY-2021 (02-05-2022),/assets/pdf/Notifications/NOTI_INTV_DEMO_PHY_2021_02052022.pdf
1753,,NOTIFICATION ABOUT DOCUMENT VERIFICATION OF DEMONSTRATOR PHYSIOTHERAPY AND TUTOR OCCUPATIONAL -2021 (13-04-2022) ,/assets/pdf/Notifications/NOTI_DV_SCH_DEMOPHY_TO_2021_13042022.pdf
1752,,DOCUMENT VERIFICATION SCHEDULE - DEMONSTRATOR PHYSIOTHERAPY AND TUTOR OCCUPATIONAL -2021,/assets/pdf/Notifications/DV_SCH_DEMOPHY_TO_2021_13042022.pdf
1751,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_DEMOPHY_TO_2021_13042022.pdf
1750,,NOTIFICATION ABOUT SUBSCRIBER OF EXAMS HELD ON 4TH MAY 2022 (29-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_SUBS_EXAMS_HELD_4TH_MAY_2022_29042022.pdf
1749,,NOTIFICATION FOR INTERVIEW OF MEDICAL SPECIALIST -2022 (27-04-2022),/assets/pdf/Notifications/NOTI_INT_SCH_MS_2022_27042022.pdf
1748,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -MEDICAL SPECIALIST -2022,/assets/pdf/Notifications/INT_SCH_MS_2022_27042022.pdf
1747,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_MS_2022_27042022.pdf
1746,,EXAM SCHEDULE - HOMOEOPATHY MEDICAL OFFICER-2022 AND SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.)-2022 (27-04-2022) ,/assets/pdf/Notifications/EXAM_SCH_HMO_ARTO_TSI_27042022.pdf
1745,,"AMENDED EXAM SCHEDULE - MINING OFFICER, ASSISTANT GEOLOGIST-2022 AND DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2022 (27-04-2022) ",/assets/pdf/Notifications/AMEND_Exam_Sch_MO_AG_DSPR_2022_27042022.pdf
1744,,"EXAM SCHEDULE - MINING OFFICER, ASSISTANT GEOLOGIST-2022 AND DEPUTY SUPERINTENDENT OF POLICE (RADIO)-2022 (06-04-2022) ",/assets/pdf/Notifications/Exam_Sch_MO_AG_DSPR_2022_06042022.pdf
1743,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR EXAMS HELD ON 4TH MAY 2022 (26-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_AC_EXAMS_HELD_4TH_MAY_2022_26042022.pdf
1742,,NOTIFICATION ABOUT SUBSCRIBER EXAMS HELD ON 1ST AND 2ND MAY 2022 (22-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_SUBS_1ST_2ND_MAY_EXAM_22042022.pdf
1741,,NOTIFICATION ABOUT ONLINE ADMIT CARD FOR EXAMS HELD ON 1ST AND 2ND MAY 2022 (21-04-2022),/assets/pdf/Notifications/NOTI_ABOUT_AC_EXAMS_HELD_1ST_2ND_MAY_2022_21042022.pdf
1740,,NOTIFICATION FOR STATE SERVICE (MAINS) EXAM-2021 (23-03-2022),/assets/pdf/Notifications/Noti_SSME_2021_23032022.pdf
1739,,DATE EXTENSION NOTIFICATION - ONLINE APPLICATION OF STATE SERVICE (MAINS) EXAM-2021 (08-04-2022),/assets/pdf/Notifications/NOTI_SSME_2021_DATE_EXTENSION_08042022.pdf
1738,,EXAM SCHEDULE - ASSISTANT RESEARCH OFFICER -2022 (07-04-2022) ,/assets/pdf/Notifications/EXAM_SCH_ARO_2022_07042022.pdf
1737,,NOTIFICATION FOR INTERVIEW OF ASSISTANT DIRECTOR (REVENUE AND DISASTER MANAGEMENT)-2022 (06-04-2022),/assets/pdf/Notifications/NOTIFICATION_INTERVIEW_AD_RDM_2022_06042022.pdf
1736,,NOTIFICATION FOR INTERVIEW OF ASSISTANT PROFESSOR (MEDICAL EDUCATION DEPT)-2022 (06-04-2022),/assets/pdf/Notifications/NOTIFICATION_INT_APMED_2022_06042022.pdf
1735,,INTERVIEW & DOCUMENT VERIFICATION SCHEDULE -ASSISTANT PROFESSOR (MEDICAL EDUCATION DEPT)-2022,/assets/pdf/Notifications/INT_SCH_AP_MED_2022_24032022.pdf
1734,,DOWNLOAD INTERVIEW CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/INT_CL_AP_MED_2022_24032022.pdf
1733,,NOTIFICATION ABOUT DOCUMENT VERIFICATION SCHEDULE OF ASSISTANT DIRECTOR (REVENUE AND DISASTER MANAGEMENT) -2022 (24-03-2022) ,/assets/pdf/Notifications/NOTI_DV_SCH_ADRDM_2022_24032022.pdf
1732,,DOCUMENT VERIFICATION SCHEDULE - ASSISTANT DIRECTOR (REVENUE AND DISASTER MANAGEMENT) -2022,/assets/pdf/Notifications/DV_SCH_ADRDM_2022_24032022.pdf
1731,,DOWNLOAD DOCUMENT VERIFICATION CALL LETTER AND REQUIRED PROFORMA ,/assets/pdf/Notifications/DV_CL_ADRDM_2022_24032022.pdf
1730,,"IMPORTANT NOTIFICATION FOR PRACHARYA VERG-1 AND VERG2 , ASSISTANT DIRECTOR, RESHAM, SCIENTIFIC OFFICER (CHEMISTRY) AND ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS) (29-03-2022) ",/assets/pdf/Notifications/NOTI_P1_P2_ADR_SOC_ADPES_29032022.pdf
1729,,"EXAM SCHEDULE- PRACHARYA VERG-1 AND VERG2 , ASSISTANT DIRECTOR, RESHAM, SCIENTIFIC OFFICER (CHEMISTRY) AND ASSISTANT DIRECTOR (PLANNING, ECONOMICS & STATISTICS) (17-03-2022) ",/assets/pdf/Notifications/Exam_Sch_Pv1_PV2_ADR_SOC_ADPES_17032022.pdf
1728,,"IMPORTANT NOTIFICATION - ASSISTANT DIRECTOR HANDLOOM-2021, LAW OFFICER (HOME -JAIL DEPT)-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022 (04-04-2022) ",/assets/pdf/Notifications/NOTI_AR_ADH_LAWH_LAWC_04042022.pdf
1727,,"EXAM SCHEDULE - ASSISTANT DIRECTOR HANDLOOM-2021, LAW OFFICER (HOME -JAIL DEPT)-2021, ASSISTANT REGISTRAR-2022, LAW OFFICER (CGPSC)-2022 (17-03-2022) ",/assets/pdf/Notifications/Exam_Sch_ADH_AR_LOH_LOPSC_17032022.pdf
