item_code,advt_no,details,link,published
1.51381E+12,201715,ADVERTISEMENT FOR CHHATTISGARH FOREST SERVICE (COMBINED) EXAM-2017,/assets/pdf/Advertisement/ADV_CGF_2017.pdf,1
1.51157E+12,201714,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2017,/assets/pdf/Advertisement/ADV_SSE_2017.pdf,1
1.51502E+12,201714,CORRIGENDUM,/assets/pdf/Advertisement/SSE_2017_C1.pdf,1
1.50906E+12,201713,ADVERTISEMENT FOR STATE ENGINEERING SERVICE EXAMINATION-2017,/assets/pdf/Advertisement/ADV_SES_2017.pdf,1
1.50716E+12,201712,ADVERTISEMENT FOR UNANI MEDICAL OFFICER/PHYSICIAN-2017,/assets/pdf/Advertisement/ADV_UMO_2017.pdf,1
1.50638E+12,201711,ADVERTISEMENT FOR AYURVEDA MEDICAL OFFICER/PHYSICIAN-2017,/assets/pdf/Advertisement/ADV_AMO_2017.pdf,1
1.50232E+12,201710,ADVERTISEMENT FOR LAW OFFICER - 2017,/assets/pdf/Advertisement/ADV_LO_2017.pdf,1
1.49748E+12,201709,ADVERTISEMENT FOR HOMEOPATHY MEDICAL OFFICER-2017,/assets/pdf/Advertisement/ADV_HMO_2017.pdf,1
1.49636E+12,201708,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, HANDLOOM - 2017",/assets/pdf/Advertisement/ADV_ADH_2017.pdf,1
1.49576E+12,201707,ADVERTISEMENT FOR LECTURER AND LIBRARIAN - 2017,/assets/pdf/Advertisement/ADV_LECT_LIB_2017.pdf,1
1.49334E+12,201706,ADVERTISEMENT FOR REGISTRAR-2017,/assets/pdf/Advertisement/ADV_REGISTRAR_2017.pdf,1
1.49196E+12,201705,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2017,/assets/pdf/Advertisement/ADV_CJ_2017.pdf,1
1.49031E+12,201704,"ADVERTISEMENT FOR SAHAYAK SANCHALAK, RESHAM -2017",/assets/pdf/Advertisement/ADV_ADR_2017.pdf,1
1.48729E+12,201703,ADVERTISEMENT FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI -2017,/assets/pdf/Advertisement/ADPPO_2017.pdf,1
1.48781E+12,201703,Corrigendum-1,/assets/pdf/Advertisement/shudhi_1adppo.pdf,1
1.49368E+12,201703,Corrigendum-2,/assets/pdf/Advertisement/CORRIGENDUM_ADPPO_2017.pdf,1
1.48668E+12,201702,ADVERTISEMENT FOR READER & SCIENTIFIC OFFICER -2017,/assets/pdf/Advertisement/READER_SO_2017.pdf,1
1.48608E+12,201701,ADVERTISEMENT FOR GRANTHPAL & KRIDADHIKARI - 2017,/assets/pdf/Advertisement/ADV_LIB_K2017.pdf,1
1.48064E+12,201612,ADVERTISEMENT FOR INSURANCE MEDICAL OFFICER (BACKLOG)-2016,/assets/pdf/Advertisement/ADV_IMO_BACKLOG2016.pdf,1
1.47986E+12,201611,ADVERTISEMENT FOR STATE SERVICE EXAMINATION - 2016,/assets/pdf/Advertisement/ADV_SSE2016.pdf,1
1.4758E+12,201610,ADVERTISEMENT FOR ASTT. PROFESSOR (MEDICAL EDUCATION)-2016,/assets/pdf/Advertisement/ADV_AP_MED2016.pdf,1
1.47468E+12,201609,ADVERTISEMENT FOR ASTT. DIRECTOR INDUSTRY-2016 ,/assets/pdf/Advertisement/ADV_ADI2016.pdf,1
1.48902E+12,201609,CORRIGENDUM,/assets/pdf/Advertisement/ADI2016_CORRIGENDUM.pdf,1
1.47286E+12,201608,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) - 2016,/assets/pdf/Advertisement/ADV_CJ2016.pdf,1
1.46915E+12,201607,ADVERTISEMENT FOR SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2016,/assets/pdf/Advertisement/ADV_ARTO_TSI2016.pdf,1
1.46552E+12,201606,ADVERTISEMENT FOR STATE ENGINEERING SERVICES EXAMINATION-2016,/assets/pdf/Advertisement/ADV_SES2016.pdf,1
1.46707E+12,201606,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_SES2016.pdf,1
1.46431E+12,201605,ADVERTISEMENT FOR MINING INSPECTOR (BACKLOG)-2016,/assets/pdf/Advertisement/ADV_MI_Back_2016.pdf,1
1.46189E+12,201604,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, PLANNING & ASSISTANT DIRECTOR, SURVEY- 2016",/assets/pdf/Advertisement/ADV_ADPS2016.pdf,1
1.4599E+12,201603,ADVERTISEMENT FOR CHHATTISGARH FOREST SERVICE EXAM - 2016 ,/assets/pdf/Advertisement/ADV_FSE2016.pdf,1
1.46405E+12,201603,SYLLABUS OF SECOND PAPER,/assets/pdf/Advertisement/SYL_CGF.pdf,1
1.45817E+12,201602,ADVERTISEMENT FOR ASSISTANT DIRECTOR FISHERIES - 2016,/assets/pdf/Advertisement/ADV_ADF2016.pdf,1
1.45273E+12,201601,ADVERTISEMENT FOR PRACHARYA (VERG-2) - 2016,/assets/pdf/Advertisement/ADV_Principal2_2016.pdf,1
1.45031E+12,201513,"ADVERTISEMENT FOR PROFESSOR, ASSOCIATE PROFESSOR, ASSISTANT PROFESSOR, HOD, LECTURER-2015",/assets/pdf/Advertisement/ADV_TE2015.pdf,1
1.45126E+12,201513,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1.44979E+12,201512,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM -2015,/assets/pdf/Advertisement/ADV_CJ2015.pdf,1
1.45022E+12,201511,ADVERTISEMENT FOR VISHESHGYA CHIKITSAK (AYUSH VING/THERAPY CENTER)-2015,/assets/pdf/Advertisement/ADV_VC2015.pdf,1
1.45126E+12,201511,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1.44962E+12,201510,ADVERTISEMENT FOR DENTAL SURGEON & PSYCHIATRISTS-2015,/assets/pdf/Advertisement/ADV_DENTAL_SURGEON2015.pdf,1
1.45126E+12,201510,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1.44919E+12,201509,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2015,/assets/pdf/Advertisement/ADV_VAS2015.pdf,1
1.45126E+12,201509,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1.44867E+12,201508,ADVERTISEMENT FOR STATE SERVICE EXAMINATION - 2015 ,/assets/pdf/Advertisement/ADV_SSE2015.pdf,1
1.45126E+12,201508,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_AGE.pdf,1
1.44867E+12,201507,ADVERTISEMENT FOR CHHATTISGARH PUBLIC SERVICE COMMISSION -2015,/assets/pdf/Advertisement/ADV_AGIII2015.pdf,1
1.44418E+12,201506,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON (BACKLOG)-2015,/assets/pdf/Advertisement/ADV_VAS_back2015.pdf,1
1.44236E+12,201505,ADVERTISEMENT FOR VISHESHGYA AYURVEDA -H&FW DEPT.-2015,/assets/pdf/Advertisement/ADV_SA2015.pdf,1
1.4377E+12,201504,ADVERTISEMENT FOR SCIENTIFIC OFFICER - 2015,/assets/pdf/Advertisement/ADV_SO2015.pdf,1
1.4364E+12,201503,ADVERTISEMENT FOR ASSISTANT PROFESSOR (ENGINEERING COLLEGE) AND LECTURER (POLYTECHNIC)-2015,/assets/pdf/Advertisement/ADV_Engg_Poly2015.pdf,1
1.42672E+12,201502,ADVERTISEMENT FOR BOILER INSPECTOR - 2015,/assets/pdf/Advertisement/ADV_BOIL_INSPECT2015.pdf,1
1.42197E+12,201501,ADVERTISEMENT FOR LECTURER AND READER (HFW DEPT.)-2015 ,/assets/pdf/Advertisement/ADV_Lect_Reader_Health2015.pdf,1
1.43225E+12,201501,CORRIGENDUM-1,/assets/pdf/Advertisement/LR2015_CORRIGENDUM.pdf,1
1.45031E+12,201501,CORRIGENDUM-2,/assets/pdf/Advertisement/LR2015_CORRIGENDUM2.pdf,1
1.41955E+12,201414,ADVERTISEMENT FOR ASSISTANT DIRECTOR HORTICULTURE-2014,/assets/pdf/Advertisement/ADV_AD_Horticulture2014.pdf,1
1.41877E+12,201413,ADVERTISEMENT FOR STATE SERVICES EXAMINATION- 2014,/assets/pdf/Advertisement/ADV_SSE2014.pdf,1
1.42992E+12,201413, CORRIGENDUM-1,/assets/pdf/Advertisement/SSPE2014_CORRIGENDUM.pdf,1
1.43744E+12,201413,CORRIGENDUM-2,/assets/pdf/Advertisement/SSPE2014_CORRIGENDUM2.pdf,1
1.41826E+12,201412,ADVERTISEMENT FOR STATE ENGINEERING SERVICES EXAM-2014,/assets/pdf/Advertisement/ADV_SES2014.pdf,1
1.43761E+12,201412, CORRIGENDUM-1,/assets/pdf/Advertisement/SSE2014_CORRIGENDUM.pdf,1
1.44893E+12,201412,CORRIGENDUM-2,/assets/pdf/Advertisement/SSE2014_CORRIGENDUM2.pdf,1
1.40988E+12,201411,ADVERTISEMENT FOR ASSISTANT PROFESSOR  (HIGHER EDUCATION) - 2014,/assets/pdf/Advertisement/ADV_AP_2014.pdf,1
1.4135E+12,201411,CORRIGENDUM-1,/assets/pdf/Advertisement/AP_CORRIGENDUM.pdf,1
1.45204E+12,201411,CORRIGENDUM-2,/assets/pdf/Advertisement/AP_CORRIGENDUM2.pdf,1
1.40797E+12,201410,"ADVERTISEMENT FOR ASSISTANT DIRECTOR, INDUSTRIAL HEALTH & SAFETY-2014",/assets/pdf/Advertisement/adv_ADIHS.pdf,1
1.4135E+12,201410,CORRIGENDUM,/assets/pdf/Advertisement/ADIHS_CORRIGENDUM.pdf,1
1.40625E+12,201409,ADVERTISEMENT FOR VARIOUS POST UNDER HEALTH AND FAMILY WELFARE DEPT (MEDICAL EDUCATION)-2014,/assets/pdf/Advertisement/adv_hfw_me.pdf,1
1.40685E+12,201409,CORRIGENDUM-1,/assets/pdf/Advertisement/ME_C1.pdf,1
1.41661E+12,201409,CORRIGENDUM-2,/assets/pdf/Advertisement/ME_C2.pdf,1
1.40322E+12,201408,"ADVERTISEMENT FOR KUL SACHIV, UP KULSACHIV, SAHAYAK KULSACHIV-2014",/assets/pdf/Advertisement/adv_KS_US_SS.pdf,1
1.40201E+12,201407,ADVERTISEMENT FOR SAHAYAK SANCHALAK JANSAMPARK-2014,/assets/pdf/Advertisement/ADV_ADJ2014.pdf,1
1.40011E+12,201406,"ADVERTISEMENT FOR SAHAYAK ANUSANDHAN ADHIKARI, SAHAYAK NIYOJAN ADHIKARI, SAHAYAK JANSAMPARK ADHIKARI-2014 ",/assets/pdf/Advertisement/ADV_Tribes2014.pdf,1
1.40236E+12,201406,Notification,/assets/pdf/Advertisement/Notice_ARO_APO.pdf,1
1.39769E+12,201405,ADVERTISEMENT FOR VARIOUS POSTS UNDER HEALTH AND FAMILY WELFARE DEPT. (MEDICAL EDUCATION) -2014,/assets/pdf/Advertisement/ADV_ME2014.pdf,1
1.39605E+12,201404,ADVERTISEMENT FOR MINING INSPECTOR -2014 ,/assets/pdf/Advertisement/ADV_MI2014.pdf,1
1.39959E+12,201404,Corrigendum,/assets/pdf/Advertisement/MI_CORRIGENDUM.pdf,1
1.39605E+12,201403,ADVERTISEMENT FOR MINING OFFICER -2014,/assets/pdf/Advertisement/ADV_MI2014.pdf,1
1.39303E+12,201402,ADVERTISEMENT FOR CIVIL JUDGE (ENTRY LEVEL) EXAM-2014,/assets/pdf/Advertisement/ADV_CJ2014.pdf,1
1.39225E+12,201401,ADVERTISEMENT FOR SAHAYAK KSHETRIYA PRIVAHAN ADHIKARI & PARIVAHAN UP NIRIKSHAK (TECH.) -2014,/assets/pdf/Advertisement/ADV_ARTO_TSI2014.pdf,1
1.3875E+12,201307,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2013 ,/assets/pdf/Advertisement/SSE2013/ADV_sse2013.pdf,1
1.38931E+12,201307,CORRIGENDUM-1,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM.pdf,1
1.39769E+12,201307,CORRIGENDUM-2,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM2.pdf,1
1.40149E+12,201307,CORRIGENDUM-3,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM3.pdf,1
1.44012E+12,201307,CORRIGENDUM-4,/assets/pdf/Advertisement/SSE2013/CORRIGENDUM4.pdf,1
1.38508E+12,201306,ADVERTISEMENT FOR ASSISTANT BLOCK EDUCATION OFFICER - 2013,/assets/pdf/Advertisement/ADV_ABEO2013.pdf,1
1.37791E+12,201305,"ADVERTISEMENT FOR ASSISTANT DIRECTOR (PLANNING, RESEARCH, SURVEY) - 2013",/assets/pdf/Advertisement/ADV_AD_P_R_S2013.pdf,1
1.40504E+12,201305,CORRIGENDUM,/assets/pdf/Advertisement/CORRIGENDUM_PRS.pdf,1
1.37186E+12,201304,ADVERTISEMENT FOR ASSISTANT DIRECTOR FISHERISH- 2013,/assets/pdf/Advertisement/ADV_AD_FISH2013.pdf,1
1.36996E+12,201303,ADVERTISEMENT FOR BIMA CHIKITSA ADHIKARI- 2013,/assets/pdf/Advertisement/adv_IMO2013.pdf,1
1.36927E+12,201302,ADVERTISEMENT FOR GRANTHPAL- 2013,/assets/pdf/Advertisement/adv_Librarian2013.pdf,1
1.36866E+12,201301,ADVERTISEMENT FOR SAHAYAK JILA LOK ABHIYOJAN ADHIKARI (ADPPO)- 2013,/assets/pdf/Advertisement/adv_adppo2013.pdf,1
1.35613E+12,201203,"ADVERTISEMENT FOR ASTT. DIRECTOR, AGRICULTURE-2012",/assets/pdf/Advertisement/AD_AG2012/ADV_AD_AG2012.pdf,1
1.35613E+12,201202,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2012,/assets/pdf/Advertisement/SSE2012/ADV_sse2012.pdf,1
1.36391E+12,201202,Corrigendum-1,/assets/pdf/Advertisement/SSE2012/CORRIGENDUM.PDF,1
1.34577E+12,201202,CORRIGENDUM-2 ,/assets/pdf/Notifications/rajpatra_SSE_2012_Syllabus.PDF,1
1.35605E+12,201201,ADVERTISEMENT FOR VETERINARY ASSISTANT SURGEON-2012,/assets/pdf/Advertisement/VMAS2012/ADV_VMAS2012.pdf,1
1.35605E+12,201201,ANNEXURE-1,/assets/pdf/Advertisement/VMAS2012/1.pdf,1
1.35605E+12,201201,ANNEXURE-2,/assets/pdf/Advertisement/VMAS2012/2.pdf,1
1.32486E+12,201106,ADVERTISEMENT FOR STATE SERVICE EXAMINATION-2011 ,/assets/pdf/Advertisement/SSE2011/ADV_sse2011.pdf,1
1.32805E+12,201106,Corrigendum-1,/assets/pdf/Advertisement/SSE2011/c_sse2011.pdf,1
1.32935E+12,201106,Corrigendum-2,/assets/pdf/Advertisement/SSE2011/c2_sse2011.pdf,1
1.33272E+12,201106,Corrigendum-3,/assets/pdf/Advertisement/SSE2011/c3_sse2011.pdf,1
1.33272E+12,201106,LIST OF SUVIDHA KENDRA,/assets/pdf/Advertisement/SSE2011/SK.pdf,1
1.33272E+12,201106,LIST OF NEW SUVIDHA KENDRA,/assets/pdf/Advertisement/SSE2011/NEW_SK.pdf,1
1.33272E+12,201106,INSTRUCTIONS FOR CANDIDATES,/assets/pdf/Advertisement/SSE2011/INSTRUCTIONS.pdf,1
1.33272E+12,201106,INSTRUCTIONS TO FILL ONLINE FORM,/assets/pdf/Advertisement/SSE2011/0.pdf,1
1.63719E+12,201105,ADVERTISEMENT FOR CHHATTISGARH PUBLIC SERVICE COMMISSION-2011,/assets/pdf/Advertisement/ADV_PSC_Staff_2011.pdf,1
1.31544E+12,201104,ADVERTISEMENT FOR CHEMIST-2011,/assets/pdf/Advertisement/ADV_CHEMIST_2011.pdf,1
1.30352E+12,201103,ADVERTISEMENT FOR ASTT. CONTROLLER NAAP TAUL-2011,/assets/pdf/Advertisement/adv_ac_nt_2011.pdf,1
1.2998E+12,201102,ADVERTISEMENT FOR SAHAYAK BHAUMIKI VID-2011,/assets/pdf/Advertisement/Adv_AGE_2011.pdf,1
1.2992E+12,201101,ADVERTISEMENT FOR ASSISTANT DIRECTOR (HATHKARGHA)-2011,/assets/pdf/Advertisement/ADV_AD_H_2011.pdf,1
1.2858E+12,201003,ADVERTISEMENT FOR MINING INSPECTOR-2010,/assets/pdf/Advertisement/adv_MI_2010.pdf,1
1.27259E+12,201002,ADVERTISEMENT FOR MUKHYA NAGAR PALIKA ADHIKARI VERG 'KHA' & VERG 'GA'-2010,/assets/pdf/Advertisement/CMO_'B-C'_OMR_2010.pdf,1
1.26472E+12,201001,ADVERTISEMENT FOR SAHAYAK SANCHALAK (RESHAM)-2010,/assets/pdf/Advertisement/Sahayak_Sanchalak%20_Resham.pdf,1
1.26161E+12,200907,ADVERTISEMENT FOR VISHESHGYA AYURVEDA - H & F W DEPT. -2009,/assets/pdf/Advertisement/Specialist_Ayurveda.pdf,1
1.26092E+12,200906,ADVERTISEMENT FOR VISHESHGYA CHIKITSAK (SPECIALIST)- H. & F. W.  DEPT.-2009,/assets/pdf/Advertisement/Specialist_Ayush_2009.pdf,1
1.25626E+12,200905,ADVERTISEMENT FOR DISTRICT AYURVED OFFICERS-2009,/assets/pdf/Advertisement/DAO.pdf,1
1.25133E+12,200904,"ADVERTISEMENT FOR Lecturer, Reader - Govt. Ayurved College, Senior Scientific Officer (H & F  W ) -2009","/assets/pdf/Advertisement/Professor,%20Reader,%20Scientific-New-2009.pdf",1
1.26282E+12,200904,Corrigendum,/assets/pdf/Advertisement/Amendment_Lect_Reader_SSO2.pdf,1
1.24658E+12,200903,ADVERTISEMENT FOR HOMEOPATHY AND UNANI MEDICAL OFFICERS-2009,/assets/pdf/Advertisement/Homeo_Unani.pdf,1
1.24779E+12,200903,Corrigendum,/assets/pdf/Advertisement/Amendment_HU.pdf,1
1.26109E+12,200903,Corrigendum2,/assets/pdf/Advertisement/Homeopathy_Sudhi_Patra.pdf,1
1.24597E+12,200902,ADVERTISEMENT FOR DISTRICT MALERIA OFFICER - 2009,/assets/pdf/Advertisement/Jila_Malaria_Adhikari-2009.pdf,1
1.24235E+12,200901,ADVERTISEMENT FOR ASTT. PROFESSOR (HIGHER EDUCATION DEPARTMENT)-2009,/assets/pdf/Advertisement/Adv_AP_HighEdu.pdf,1
1.24235E+12,200811,ADVERTISEMENT FOR ASTT. PROFESSOR- CLINICAL NON CLINCICAL (HEALTH AND FAMILY WELFARE DEPARTMENT)-2008,/assets/pdf/Advertisement/Adv_AP_CNC_HFW.pdf,1
